"","...1","price","ranks","title","no_of_copies_sold","ratings","author","cover_type","year","genre"
"813",812,9,21,"The Sun and Her Flowers",16958,4.8,"Rupi Kaur","Paperback",2017,"Non Fiction"
"814",813,5,22,"Dear Zoo: A Lift-the-Flap Book",26368,4.8,"Rod Campbell","Board book",2017,"Fiction"
"815",814,7.74,23,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)",86676,4.7,"Don Miguel Ruiz","Paperback",2017,"Non Fiction"
"816",815,3.97,24,"The Going-To-Bed Book",15393,4.8,"Sandra Boynton","Board book",2017,"Fiction"
"817",816,18.29,25,"StrengthsFinder 2.0",7082,4.1,"Gallup","Hardcover",2017,"Non Fiction"
"818",817,8.55,26,"The Wonderful Things You Will Be",25148,4.9,"Emily Winfield Martin","Hardcover",2017,"Fiction"
"819",818,13.4,27,"The Shack: Where Tragedy Confronts Eternity",23392,4.7,"William P. Young","Paperback",2017,"Fiction"
"820",819,8.32,28,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing",28111,4.5,"Marie Kondō","Hardcover",2017,"Non Fiction"
"821",820,15.29,29,"Option B: Facing Adversity, Building Resilience, and Finding Joy",3057,4.5,"Sheryl Sandberg","Hardcover",2017,"Non Fiction"
"822",821,25.99,30,"Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)",14418,4.6,"Thug Kitchen","Hardcover",2017,"Non Fiction"
"823",822,14.48,31,"A Gentleman in Moscow: A Novel",50209,4.6,"Amor Towles","Hardcover",2017,"Fiction"
"824",823,24.29,32,"Publication Manual of the American Psychological Association, 6th Edition",12674,4.5,"American Psychological Association","Paperback",2017,"Non Fiction"
"825",824,5.36,33,"Goodnight Moon",24815,4.9,"Margaret Wise Brown","Board book",2017,"Fiction"
"826",825,8.39,34,"Thirteen Reasons Why",13726,4.5,"Jay Asher","Paperback",2017,"Fiction"
"827",826,17.91,35,"Leonardo da Vinci",6541,4.6,"Walter Isaacson","Hardcover",2017,"Non Fiction"
"828",827,4.98,36,"The Pout-Pout Fish",23576,4.9,"Deborah Diesen","Board book",2017,"Fiction"
"829",828,20.19,37,"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (3)",13883,4.9,"Mr. Jim Kay","Hardcover",2017,"Fiction"
"830",829,4.14,38,"If Animals Kissed Good Night",69538,4.8,"Ann Whitford Paul","Board book",2017,"Fiction"
"831",830,4.55,39,"Brown Bear, Brown Bear, What Do You See?",47193,4.9,"Bill Martin Jr.","Board book",2017,"Fiction"
"832",831,22.95,40,"D&D Player's Handbook (Dungeons & Dragons Core Rulebook)",45711,4.9,"Dungeons & Dragons","Hardcover",2017,"Fiction"
"833",832,4.93,41,"The Very Hungry Caterpillar",54008,4.9,"Eric Carle","Board book",2017,"Fiction"
"834",833,4.02,42,"Puppy Birthday to You! (Paw Patrol) (Little Golden Book)",12981,4.8,"Golden Books","Hardcover",2017,"Fiction"
"835",834,4.99,43,"Laugh-Out-Loud Jokes for Kids",10751,4.6,"Rob Elliott","Paperback",2017,"Non Fiction"
"836",835,20.06,44,"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",7920,4.7,"Timothy Ferriss","Hardcover",2017,"Non Fiction"
"837",836,7.99,45,"Milk and Vine: Inspirational Quotes From Classic Vines",6305,4.5,"Adam Gasiewski","Paperback",2017,"Non Fiction"
"838",837,11,46,"Ready Player One: A Novel",45965,4.7,"Ernest Cline","Paperback",2017,"Fiction"
"839",838,8.99,47,"Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3)",16127,4.9,"Dav Pilkey","Hardcover",2017,"Fiction"
"840",839,25,48,"Obama: An Intimate Portrait",10039,4.9,"Pete Souza","Hardcover",2017,"Non Fiction"
"841",840,17.99,49,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change",9187,4.7,"Stephen R. Covey","Paperback",2017,"Non Fiction"
"842",841,14.59,50,"Killers of the Flower Moon: The Osage Murders and the Birth of the FBI",21828,4.6,"David Grann","Hardcover",2017,"Non Fiction"
"843",842,9.48,51,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",24552,4.8,"Valorie Schaefer","Paperback",2017,"Non Fiction"
"844",843,8.47,52,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",9505,4.7,"Lysa TerKeurst","Paperback",2017,"Non Fiction"
"845",844,9.94,53,"Big Little Lies",32079,4.6,"Liane Moriarty","Paperback",2017,"Fiction"
"846",845,12.97,54,"The Official SAT Study Guide",2345,4.5,"The College Board","Paperback",2017,"Non Fiction"
"847",846,13.99,55,"The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond",2767,4.6,"Melissa Hartwig Urban","Hardcover",2017,"Non Fiction"
"848",847,11.29,56,"Thinking, Fast and Slow",29732,4.6,"Daniel Kahneman","Paperback",2017,"Non Fiction"
"849",848,7.53,57,"Jesus Calling, Padded Hardcover, with Scripture references",31196,4.9,"Sarah Young","Hardcover",2017,"Non Fiction"
"850",849,12.7,58,"What to Expect When You're Expecting",29389,4.8,"Heidi Murkoff","Paperback",2017,"Non Fiction"
"851",850,12.06,59,"The Glass Castle: A Memoir (book)",19007,4.6,"Jeannette Walls","Paperback",2017,"Non Fiction"
"852",851,6.79,60,"The Great Gatsby: The Only Authorized Edition",18656,4.5,"F. Scott Fitzgerald","Paperback",2017,"Non Fiction"
"853",852,12.49,61,"The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations",2494,4.7,"Oprah Winfrey","Hardcover",2017,"Non Fiction"
"854",853,5.72,62,"P is for Potty! (Sesame Street) (Lift-the-Flap)",28308,4.7,"Naomi Kleinberg","Board book",2017,"Non Fiction"
"855",854,12.75,63,"The Rooster Bar",15394,4.2,"John Grisham","Hardcover",2017,"Fiction"
"856",855,8.14,64,"The Giving Tree",27476,4.9,"Shel Silverstein","Hardcover",2017,"Fiction"
"857",856,10.4,65,"She Persisted: 13 American Women Who Changed the World",3262,4.8,"Chelsea Clinton","Hardcover",2017,"Non Fiction"
"858",857,6.38,66,"On Tyranny: Twenty Lessons from the Twentieth Century",20340,4.7,"Timothy Snyder","Paperback",2017,"Non Fiction"
"859",858,13.29,67,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",94750,4.7,"Paulo Coelho","Paperback",2017,"Fiction"
"860",859,8.29,68,"Fahrenheit 451",34955,4.6,"Ray Bradbury","Paperback",2017,"Fiction"
"861",860,13.49,69,"Camino Island: A Novel",23620,4.3,"John Grisham","Hardcover",2017,"Fiction"
"862",861,11.34,70,"Turtles All the Way Down",11381,4.6,"John Green","Hardcover",2017,"Fiction"
"863",862,6.92,71,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are",29674,4.7,"Brené Brown","Paperback",2017,"Non Fiction"
"864",863,4.98,72,"Love You Forever",53161,4.9,"Robert Munsch","Paperback",2017,"Fiction"
"865",864,16.05,73,"The Pioneer Woman Cooksâ€•Come and Get It!: Simple, Scrumptious Recipes for Crazy Busy Lives",4803,4.8,"Ree Drummond","Hardcover",2017,"Non Fiction"
"866",865,8.55,74,"Mindset: The New Psychology of Success",13911,4.6,"Carol S. Dweck","Paperback",2017,"Non Fiction"
"867",866,4.98,75,"Where Is Baby's Belly Button? A Lift-the-Flap Book",12738,4.8,"Karen Katz","Board book",2017,"Non Fiction"
"868",867,19.95,76,"Grant",8610,4.8,"Ron Chernow","Hardcover",2017,"Non Fiction"
"869",868,9.45,77,NA,833,4.6,NA,NA,2017,"unknown"
"870",869,22.49,78,"Sapiens: A Brief History of Humankind",65787,4.6,"Yuval Noah Harari","Hardcover",2017,"Non Fiction"
"871",870,14.29,79,"The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing",39269,4.7,"Benjamin Graham","Paperback",2017,"Non Fiction"
"872",871,13.79,80,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",14283,4.4,"Dr. Steven R Gundry  MD","Hardcover",2017,"Non Fiction"
"873",872,12.11,81,"The Trials of Apollo Book Two The Dark Prophecy (Trials of Apollo, 2)",8856,4.8,"Rick Riordan","Hardcover",2017,"Fiction"
"874",873,8.49,82,"Everything, Everything",6977,4.7,"Nicola Yoon","Paperback",2017,"Fiction"
"875",874,12.87,83,"Start with Why: How Great Leaders Inspire Everyone to Take Action",25652,4.6,"Simon Sinek","Paperback",2017,"Non Fiction"
"876",875,15.1,84,"Norse Mythology",16852,4.7,"Neil Gaiman","Hardcover",2017,"Fiction"
"877",876,13.46,85,"Beneath a Scarlet Sky: A Novel",66012,4.7,"Mark Sullivan","Paperback",2017,"Fiction"
"878",877,1.17,86,"Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2)",17069,4.9,"Dav Pilkey","Hardcover",2017,"Fiction"
"879",878,10.05,87,"Lilac Girls: A Novel (Woolsey-Ferriday)",14875,4.6,"Martha Hall Kelly","Paperback",2017,"Fiction"
"880",879,21.99,88,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",21527,4.9,"J.K. Rowling","Hardcover",2017,"Fiction"
"881",880,11.21,89,"Magnus Chase and the Gods of Asgard, Book 3 The Ship of the Dead (Magnus Chase and the Gods of Asgard, Book 3) (Magnus Chase and the Gods of Asgard, 3)",7021,4.8,"Rick Riordan","Hardcover",2017,"Fiction"
"882",881,12.97,90,"Al Franken, Giant of the Senate",3872,4.7,"Al Franken","Hardcover",2017,"Non Fiction"
"883",882,16.29,91,"Principles: Life and Work",12018,4.6,"Ray Dalio","Hardcover",2017,"Non Fiction"
"884",883,9.87,92,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",11620,4.8,"Brené Brown","Paperback",2017,"Non Fiction"
"885",884,6.98,93,"The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle",28721,4.3,"Amy Ramos","Paperback",2017,"Non Fiction"
"886",885,18.59,94,"Pokemon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 PokÃ©mon",5158,4.7,"Scholastic","Paperback",2017,"Fiction"
"887",886,9.05,95,"10-Day Green Smoothie Cleanse",32825,4.7,"JJ Smith","Paperback",2017,"Non Fiction"
"888",887,11.88,96,"The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness",24427,4.7,"Dave Ramsey","Hardcover",2017,"Non Fiction"
"889",888,8.95,97,"Dragons Love Tacos",15753,4.8,"Adam Rubin","Hardcover",2017,"Fiction"
"890",889,38.86,98,"Harry Potter Paperback Box Set (Books 1-7)",91629,4.9,"J. K. Rowling","Paperback",2017,"Fiction"
"891",890,15.7,99,"Killing England: The Brutal Struggle for American Independence (Bill O'Reilly's Killing Series)",5682,4.8,"Bill O'Reilly","Hardcover",2017,"Non Fiction"
"892",891,12.18,100,"Rosie Revere, Engineer (The Questioneers)",6386,4.9,"Andrea Beaty","Hardcover",2017,"Non Fiction"
"893",892,16.5,1,"Becoming",123276,4.8,"Michelle Obama","Hardcover",2018,"Non Fiction"
"894",893,11.51,2,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",27338,4.6,"Rachel Hollis","Hardcover",2018,"Non Fiction"
"895",894,5.28,3,"The Wonky Donkey",74725,4.8,"Craig Smith","Paperback",2018,"Fiction"
"896",895,9.29,4,"Fire and Fury: Inside the Trump White House",17292,4.2,"Michael Wolff","Hardcover",2018,"Non Fiction"
"897",896,27.59,5,"Fear: Trump in the White House",10319,4.5,"Bob Woodward","Hardcover",2018,"Non Fiction"
"898",897,16.99,6,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrenâ€™s Book)",15015,4.9,"Jill Twiss","Hardcover",2018,"Fiction"
"899",898,18.14,7,"12 Rules for Life: An Antidote to Chaos",58074,4.8,"Jordan B. Peterson","Hardcover",2018,"Non Fiction"
"900",899,16.59,8,"Magnolia Table",32326,4.8,"Joanna Gaines","Hardcover",2018,"Non Fiction"
"901",900,13.49,9,"Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane",9935,4.6,"The Staff of The Late Show with Stephen Colbert","Hardcover",2018,"Non Fiction"
"902",901,14.35,10,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life",80328,4.6,"Mark Manson","Hardcover",2018,"Non Fiction"
"903",902,6.15,11,"A Higher Loyalty: Truth, Lies, and Leadership",8326,4.7,"James Comey","Hardcover",2018,"Non Fiction"
"904",903,6.98,12,"The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle",28721,4.3,"Amy Ramos","Paperback",2018,"Non Fiction"
"905",904,11.63,13,"Diary of a Wimpy Kid #13: Meltdown",20281,4.8,"Jeff Kinney","Hardcover",2018,"Fiction"
"906",905,7.57,14,"The 5 Love Languages: The Secret to Love that Lasts",69866,4.8,"Gary Chapman","Paperback",2018,"Non Fiction"
"907",906,4.78,15,"First 100 Words: A Padded Board Book",35236,4.7,"Roger Priddy","Board book",2018,"Non Fiction"
"908",907,9.17,16,"Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5)",15744,4.9,"Dav Pilkey","Hardcover",2018,"Fiction"
"909",908,13,17,"Educated: A Memoir",69406,4.7,"Tara Westover","Hardcover",2018,"Non Fiction"
"910",909,8.45,18,"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life",35414,4.7,"Jen Sincero","Paperback",2018,"Non Fiction"
"911",910,13.79,19,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",14283,4.4,"Dr. Steven R Gundry  MD","Hardcover",2018,"Non Fiction"
"912",911,6.9,20,"Giraffes Can't Dance",28447,4.8,"Giles Andreae","Board book",2018,"Fiction"
"913",912,22.95,21,"D&D Player's Handbook (Dungeons & Dragons Core Rulebook)",45713,4.9,"Dungeons & Dragons","Hardcover",2018,"Non Fiction"
"914",913,20.79,22,"Homebody: A Guide to Creating Spaces You Never Want to Leave",10966,4.8,"Joanna Gaines","Hardcover",2018,"Non Fiction"
"915",914,4.93,23,"The Very Hungry Caterpillar",54008,4.9,"Eric Carle","Board book",2018,"Fiction"
"916",915,7.89,24,"Crazy Rich Asians (Crazy Rich Asians Trilogy)",11395,4.4,"Kevin Kwan","Paperback",2018,"Fiction"
"917",916,10.4,25,"The Hate U Give",25140,4.8,"Angie Thomas","Hardcover",2018,"Fiction"
"918",917,8.97,26,"The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals",12578,4.4,"Laurel Randolph","Paperback",2018,"Non Fiction"
"919",918,7.74,27,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)",86676,4.7,"Don Miguel Ruiz","Paperback",2018,"Non Fiction"
"920",919,8.55,28,"The Wonderful Things You Will Be",25148,4.9,"Emily Winfield Martin","Hardcover",2018,"Fiction"
"921",920,5.72,29,"P is for Potty! (Sesame Street) (Lift-the-Flap)",28308,4.7,"Naomi Kleinberg","Board book",2018,"Non Fiction"
"922",921,4.98,30,"The Pout-Pout Fish",23576,4.9,"Deborah Diesen","Board book",2018,"Fiction"
"923",922,6.99,31,"Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering",20363,4.5,"Paper Peony Press","Paperback",2018,"Non Fiction"
"924",923,24.29,32,"Publication Manual of the American Psychological Association, 6th Edition",12674,4.5,"American Psychological Association","Paperback",2018,"Non Fiction"
"925",924,5,33,"Dear Zoo: A Lift-the-Flap Book",26369,4.8,"Rod Campbell","Board book",2018,"Fiction"
"926",925,8.48,34,"Oh, the Places You'll Go!",42848,4.9,"Dr. Seuss","Hardcover",2018,"Fiction"
"927",926,9.99,35,"Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4)",15853,4.9,"Dav Pilkey","Hardcover",2018,"Fiction"
"928",927,5.36,36,"Goodnight Moon",24815,4.9,"Margaret Wise Brown","Board book",2018,"Fiction"
"929",928,16.65,37,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",20620,4.8,"Samin Nosrat","Hardcover",2018,"Non Fiction"
"930",929,8.49,38,"A Wrinkle in Time (Time Quintet)",12524,4.6,"Madeleine L'Engle","Paperback",2018,"Fiction"
"931",930,10.5,39,"How to Win Friends & Influence People",79094,4.7,"Dale Carnegie","Paperback",2018,"Non Fiction"
"932",931,9.99,40,"Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6)",18456,4.9,"Dav Pilkey","Hardcover",2018,"Fiction"
"933",932,8.7,41,"Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.",13295,4.4,"Jennifer Smith","Paperback",2018,"Non Fiction"
"934",933,7.38,42,"Milk and Honey",46407,4.7,"Rupi Kaur","Paperback",2018,"Non Fiction"
"935",934,12.75,43,"Little Fires Everywhere",56899,4.5,"Celeste Ng","Hardcover",2018,"Fiction"
"936",935,8.99,44,"Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.)",7513,4.8,"Anthony Bourdain","Paperback",2018,"Non Fiction"
"937",936,14.75,45,"The President Is Missing: A Novel",23987,4.4,"James Patterson","Hardcover",2018,"Fiction"
"938",937,5.99,46,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",66846,4.8,"School Zone","Paperback",2018,"Non Fiction"
"939",938,20.49,47,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free (The Plant Paradox, 2)",8375,4.4,"Dr. Steven R Gundry  MD","Hardcover",2018,"Non Fiction"
"940",939,11,48,"Ready Player One: A Novel",45965,4.7,"Ernest Cline","Paperback",2018,"Fiction"
"941",940,8.29,49,"Fahrenheit 451",34955,4.6,"Ray Bradbury","Paperback",2018,"Fiction"
"942",941,12.5,50,"Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution",6919,4.8,"Tucker Carlson","Hardcover",2018,"Non Fiction"
"943",942,13.29,51,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",94750,4.7,"Paulo Coelho","Paperback",2018,"Fiction"
"944",943,9.67,52,"Wonder",35698,4.8,"R. J. Palacio","Hardcover",2018,"Fiction"
"945",944,7.19,53,"To Kill a Mockingbird",68842,4.8,"Harper Lee","Paperback",2018,"Fiction"
"946",945,14.68,54,"The Whole30: The 30-Day Guide to Total Health and Food Freedom",15544,4.6,"Melissa Hartwig Urban","Hardcover",2018,"Non Fiction"
"947",946,11.29,55,"Everybody Always: Becoming Love in a World Full of Setbacks and Difficult People",6586,4.8,"Bob Goff","Paperback",2018,"Non Fiction"
"948",947,12.63,56,"Before We Were Yours: A Novel",41193,4.7,"Lisa Wingate","Hardcover",2018,"Fiction"
"949",948,15.4,57,"The Reckoning: A Novel",21594,4.2,"John Grisham","Hardcover",2018,"Fiction"
"950",949,4.55,58,"Brown Bear, Brown Bear, What Do You See?",47194,4.9,"Bill Martin Jr.","Board book",2018,"Fiction"
"951",950,13.46,59,"Beneath a Scarlet Sky: A Novel",66012,4.7,"Mark Sullivan","Paperback",2018,"Fiction"
"952",951,12.7,60,"What to Expect When You're Expecting",29389,4.8,"Heidi Murkoff","Paperback",2018,"Non Fiction"
"953",952,16.29,61,"Principles: Life and Work",12018,4.6,"Ray Dalio","Hardcover",2018,"Non Fiction"
"954",953,9.49,62,"Astrophysics for People in a Hurry",20795,4.7,"Neil deGrasse Tyson","Hardcover",2018,"Non Fiction"
"955",954,4.99,63,"Laugh-Out-Loud Jokes for Kids",10751,4.6,"Rob Elliott","Paperback",2018,"Non Fiction"
"956",955,21.99,64,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",10982,4.7,"Anthony William","Hardcover",2018,"Non Fiction"
"957",956,12.97,65,"The Official SAT Study Guide",2345,4.5,"The College Board","Paperback",2018,"Non Fiction"
"958",957,4.99,66,"Calm the F*ck Down: An Irreverent Adult Coloring Book",21068,4.6,"Sasha O'Hara","Paperback",2018,"Non Fiction"
"959",958,9.48,67,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",24552,4.8,"Valorie Schaefer","Paperback",2018,"Non Fiction"
"960",959,14.89,68,"The Outsider: A Novel",25395,4.6,"Stephen King","Hardcover",2018,"Fiction"
"961",960,12.39,69,"Where the Crawdads Sing",344811,4.8,"Delia Owens","Hardcover",2018,"Fiction"
"962",961,27.97,70,"D&D Dungeon Master's Guide (Dungeons & Dragons Core Rulebook)",26151,4.9,"Wizards RPG","Hardcover",2018,"Fiction"
"963",962,15.5,71,"Sapiens: A Brief History of Humankind",65838,4.6,"Yuval Harari","Paperback",2018,"Non Fiction"
"964",963,4.98,72,"Love You Forever",53161,4.9,"Robert Munsch","Paperback",2018,"Fiction"
"965",964,8.95,73,"Dragons Love Tacos",15753,4.8,"Adam Rubin","Hardcover",2018,"Fiction"
"966",965,14.18,74,"The Woman in the Window: A Novel",38250,4.4,"A. J. Finn","Hardcover",2018,"Fiction"
"967",966,26.9,75,"D&D Monster Manual (Dungeons & Dragons Core Rulebook)",22559,4.9,"Wizards RPG","Hardcover",2018,"Fiction"
"968",967,15.9,76,"Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes",9484,4.6,"Suzanne Ryan","Paperback",2018,"Non Fiction"
"969",968,18.29,77,"StrengthsFinder 2.0",7082,4.1,"Gallup","Hardcover",2018,"Non Fiction"
"970",969,14.49,78,"Extreme Ownership: How U.S. Navy SEALs Lead and Win (New Edition)",26082,4.8,"Jocko Willink","Hardcover",2018,"Non Fiction"
"971",970,14.35,79,"The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump",4750,4.8,"Gregg Jarrett","Hardcover",2018,"Non Fiction"
"972",971,4.99,80,"How to Draw 101 Animals (1)",24653,4.7,"Dan Green","Paperback",2018,"Non Fiction"
"973",972,9,81,"The Sun and Her Flowers",16958,4.8,"Rupi Kaur","Paperback",2018,"Non Fiction"
"974",973,8.32,82,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing",28111,4.5,"Marie Kondō","Hardcover",2018,"Non Fiction"
"975",974,8.94,83,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",15796,4.4,"Jen Fisch","Paperback",2018,"Non Fiction"
"976",975,7,84,"Where Do Diggers Sleep at Night? (Where Do...Series)",13755,4.8,"Brianna Caplan Sayres","Board book",2018,"Fiction"
"977",976,17.99,85,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change",9187,4.7,"Stephen R. Covey","Paperback",2018,"Non Fiction"
"978",977,15.74,86,"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love, and Baking Biscuits",4743,4.7,"Reese Witherspoon","Hardcover",2018,"Non Fiction"
"979",978,18.5,87,"Man's Search for Meaning (OLD EDITION/OUT OF PRINT)",53306,4.7,"Viktor E. Frankl","Paperback",2018,"Non Fiction"
"980",979,14.4,88,"The Great Alone: A Novel",44690,4.7,"Kristin Hannah","Hardcover",2018,"Fiction"
"981",980,11.88,89,"The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness",24427,4.7,"Dave Ramsey","Hardcover",2018,"Non Fiction"
"982",981,14.42,90,"Cravings: Hungry for More: A Cookbook",6748,4.8,"Chrissy Teigen","Hardcover",2018,"Non Fiction"
"983",982,14.35,91,"The Handmaid's Tale",60681,4.4,"Margaret Atwood","Paperback",2018,"Fiction"
"984",983,6.92,92,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are",29674,4.7,"Brené Brown","Paperback",2018,"Non Fiction"
"985",984,6.79,93,"The Great Gatsby: The Only Authorized Edition",18656,4.5,"F. Scott Fitzgerald","Paperback",2018,"Fiction"
"986",985,11.4,94,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",55928,4.8,"Bessel van der Kolk M.D.","Paperback",2018,"Non Fiction"
"987",986,10.99,95,"Gmorning, Gnight!: Little Pep Talks for Me & You",4789,4.8,"Lin-Manuel Miranda","Hardcover",2018,"Non Fiction"
"988",987,8.99,96,"Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!",94095,4.7,"Robert T. Kiyosaki","Mass Market Paperback",2018,"Non Fiction"
"989",988,11.58,97,"Make Your Bed: Little Things That Can Change Your Life...And Maybe the World",29897,4.7,"Admiral William H. McRaven","Hardcover",2018,"Non Fiction"
"990",989,38.86,98,"Harry Potter Paperback Box Set (Books 1-7)",91629,4.9,"J. K. Rowling","Paperback",2018,"Fiction"
"991",990,32.99,99,"Xanathar's Guide to Everything (Dungeons & Dragons)",20036,4.9,"Dungeons & Dragons","Hardcover",2018,"Fiction"
"992",991,12.39,1,"Where the Crawdads Sing",344811,4.8,"Delia Owens","Hardcover",2019,"Fiction"
"993",992,16.5,2,"Becoming",123276,4.8,"Michelle Obama","Hardcover",2019,"Non Fiction"
"994",993,13,3,"Educated: A Memoir",69406,4.7,"Tara Westover","Hardcover",2019,"Non Fiction"
"995",994,6.43,4,"Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7)",23639,4.9,"Dav Pilkey","Hardcover",2019,"Fiction"
"996",995,11.51,5,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",27338,4.6,"Rachel Hollis","Hardcover",2019,"Non Fiction"
"997",996,7.76,6,"Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8)",27986,4.9,"Dav Pilkey","Hardcover",2019,"Fiction"
"998",997,8.96,7,"Wrecking Ball (Diary of a Wimpy Kid Book 14)",18630,4.9,"Jeff Kinney","Hardcover",2019,"Fiction"
"999",998,8.55,8,"The Wonderful Things You Will Be",25148,4.9,"Emily Winfield Martin","Hardcover",2019,"Fiction"
"1000",999,5.99,9,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",66846,4.8,"School Zone","Paperback",2019,"Non Fiction"
"1001",1000,7.57,10,"The 5 Love Languages: The Secret to Love that Lasts",69866,4.8,"Gary Chapman","Paperback",2019,"Non Fiction"
"1002",1001,9.98,11,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",14255,4.6,"Rachel Hollis","Hardcover",2019,"Non Fiction"
"1003",1002,5.28,12,"The Wonky Donkey",74725,4.8,"Craig Smith","Paperback",2019,"Fiction"
"1004",1003,14.35,13,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life",80328,4.6,"Mark Manson","Hardcover",2019,"Non Fiction"
"1005",1004,5.99,14,"Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids)",28840,4.6,"M Prefontaine","Paperback",2019,"Non Fiction"
"1006",1005,16.65,15,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",20620,4.8,"Samin Nosrat","Hardcover",2019,"Non Fiction"
"1007",1006,4.93,16,"The Very Hungry Caterpillar",54008,4.9,"Eric Carle","Board book",2019,"Fiction"
