"","X","...1","price","ranks","title","no_of_copies_sold","ratings","author","cover_type","year","genre","book_id"
"769",769,768,18.98,77,"Me Before You: A Novel (Movie Tie-In)",1224,4.6,"Jojo Moyes","Paperback",2016,"Fiction",14848
"770",770,769,4.59,78,"Chicka Chicka Boom Boom (Board Book)",33589,4.9,"Bill Martin Jr.","Board book",2016,"Non Fiction",13720
"771",771,770,9.48,79,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",24552,4.8,"Valorie Schaefer","Paperback",2016,"Non Fiction",11293
"772",772,771,7.99,80,"Potty (Leslie Patricelli board books)",12933,4.7,"Leslie Patricelli","Board book",2016,"Fiction",11667
"773",773,772,20.06,81,"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",7920,4.7,"Timothy Ferriss","Hardcover",2016,"Non Fiction",11037
"774",774,773,5.59,82,"First 100 Padded: Numbers, Colors, Shapes",7034,4.8,"Roger Priddy","Hardcover",2016,"Non Fiction",13662
"775",775,774,8.08,83,"Good Vibes Coloring Book (Coloring is Fun) (Design Originals): 30 Beginner-Friendly & Relaxing Creative Art Activities; Positive Messages & Inspirational Quotes; Perforated Paper Resists Bleed Through",7275,4.7,"Thaneeya McArdle","Paperback",2016,"Non Fiction",13096
"776",776,775,8.97,84,"The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals",12578,4.4,"Laurel Randolph","Paperback",2016,"Non Fiction",12729
"777",777,776,9.99,85,"Quieting Your Heart: 6-Month Bible-Study Journal",1577,NA,"Darlene Schacht","Paperback",2016,"Non Fiction",14007
"778",778,777,9.9,86,"The Book with No Pictures",16882,4.8,"B. J. Novak","Hardcover",2016,"Fiction",12484
"779",779,778,5.38,87,"Creative Haven Owls Coloring Book (Adult Coloring)",5205,4.7,"Marjorie Sarnat","Paperback",2016,"Non Fiction",14136
"780",780,779,9.09,88,"Magnus Chase and the Gods of Asgard, Book 2 The Hammer of Thor (Magnus Chase and the Gods of Asgard, Book 2) (Magnus Chase and the Gods of Asgard, 2)",6468,4.7,"Rick Riordan","Hardcover",2016,"Fiction",11771
"781",781,780,9.99,89,"Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults",15022,4.7,"Johanna Basford","Paperback",2016,"Non Fiction",14191
"782",782,781,6.98,90,"Harry Potter and the Sorcerer's Stone",5120,4.8,"J.K. Rowling","Paperback",2016,"Fiction",12745
"783",783,782,8.95,91,"Dragons Love Tacos",15753,4.8,"Adam Rubin","Hardcover",2016,"Fiction",11764
"784",784,783,22.95,92,"D&D Player's Handbook (Dungeons & Dragons Core Rulebook)",45711,4.9,"Dungeons & Dragons","Hardcover",2016,"Fiction",11910
"785",785,784,7.5,93,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",6281,4.6,"Tom Robinson","Paperback",2016,"Non Fiction",11483
"786",786,785,7.48,94,"George Orwell",72441,4.7,"George Orwell","Mass Market Paperback",2016,"Fiction",12221
"787",787,786,8.48,95,"The Giver (Giver Quartet, 1)",26262,4.7,"Lois Lowry","Paperback",2016,"Fiction",13083
"788",788,787,NA,NA,NA,NA,NA,NA,NA,2016,"Fiction",12489
"789",789,788,11.29,97,"Thinking, Fast and Slow",29732,4.6,"Daniel Kahneman","Paperback",2016,"Non Fiction",13601
"790",790,789,8.22,NA,"Little Blue Truck board book",8204,4.9,"Alice Schertle","Board book",2016,"Non Fiction",11384
"791",791,790,14.39,99,"Harry Potter Coloring Book",10136,4.8,"Scholastic","Paperback",2016,"Non Fiction",11988
"792",792,791,9.19,100,"The Day the Crayons Quit",19898,4.8,"Drew Daywalt","Hardcover",2016,"Fiction",12357
"793",793,792,9.67,1,"Wonder",35698,4.8,"R. J. Palacio","Hardcover",2017,"Fiction",12328
"794",794,793,7.38,2,"Milk and Honey",46407,4.7,"Rupi Kaur","Paperback",2017,"Non Fiction",11086
"795",795,794,6.9,3,"Giraffes Can't Dance",28447,NA,"Giles Andreae","Board book",2017,"Fiction",12111
"796",796,795,14.35,4,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life",80328,4.6,"Mark Manson","Hardcover",2017,"Non Fiction",13846
"797",797,796,9.89,5,"The Getaway",17169,4.8,"Jeff Kinney","Hardcover",2017,"Fiction",11579
"798",798,797,8.97,6,"The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals",12578,4.4,"Laurel Randolph","Paperback",2017,"Non Fiction",11975
"799",799,798,12.45,7,"Hillbilly Elegy: A Memoir of a Family and Culture in Crisis",29400,4.5,"J. D. Vance","Hardcover",2017,"Non Fiction",14878
"800",800,799,9.49,8,"Astrophysics for People in a Hurry",20795,4.7,"Neil deGrasse Tyson","Hardcover",2017,"Non Fiction",14486
"801",801,800,4.78,9,"First 100 Words: A Padded Board Book",35236,4.7,"Roger Priddy","Board book",2017,"Non Fiction",14635
"802",802,801,14.68,10,"The Whole30: The 30-Day Guide to Total Health and Food Freedom",15544,4.6,"Melissa Hartwig Urban","Hardcover",2017,"Non Fiction",14631
"803",803,802,14.35,11,"The Handmaid's Tale",60681,4.4,"Margaret Atwood","Paperback",2017,"Fiction",13597
"804",804,803,7.57,12,"The 5 Love Languages: The Secret to Love that Lasts",69866,4.8,"Gary Chapman","Paperback",2017,"Non Fiction",11472
"805",805,804,8.45,13,"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life",35414,4.7,"Jen Sincero","Paperback",2017,"Non Fiction",13115
"806",806,805,9.99,14,"What Happened",6911,4.6,"Hillary Rodham Clinton","Hardcover",2017,"Non Fiction",11904
"807",807,806,8.48,15,"Oh, the Places You'll Go!",42848,4.9,"Dr. Seuss","Hardcover",2017,"Fiction",13372
"808",808,807,11.58,16,"Make Your Bed: Little Things That Can Change Your Life...And Maybe the World",29896,4.7,"Admiral William H. McRaven","Hardcover",2017,"Non Fiction",11006
"809",809,808,7.48,17,"George Orwell",72441,4.7,"George Orwell","Mass Market Paperback",2017,"Fiction",14593
"810",810,809,10.5,18,"How to Win Friends & Influence People",79094,4.7,"Dale Carnegie","Paperback",2017,"Non Fiction",11693
"811",811,810,13.39,19,"Origin: A Novel (Robert Langdon)",36238,4.4,"Dan Brown","Hardcover",2017,"Fiction",12072
"812",812,811,7.63,20,"A Man Called Ove: A Novel",56988,4.7,"Fredrik Backman","Paperback",2017,"Fiction",14280
"813",813,812,9,21,"The Sun and Her Flowers",16958,4.8,"Rupi Kaur","Paperback",2017,"Non Fiction",13803
"814",814,813,5,22,"Dear Zoo: A Lift-the-Flap Book",26368,4.8,"Rod Campbell","Board book",2017,"Fiction",14831
"815",815,814,7.74,23,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)",86676,4.7,"Don Miguel Ruiz","Paperback",2017,"Non Fiction",11197
"816",816,815,3.97,24,"The Going-To-Bed Book",15393,4.8,"Sandra Boynton","Board book",2017,"Fiction",12634
"817",817,816,18.29,25,"StrengthsFinder 2.0",7082,4.1,"Gallup","Hardcover",2017,"Non Fiction",11117
"818",818,817,8.55,26,"The Wonderful Things You Will Be",25148,4.9,"Emily Winfield Martin","Hardcover",2017,"Fiction",14779
"819",819,818,13.4,27,"The Shack: Where Tragedy Confronts Eternity",23392,4.7,"William P. Young","Paperback",2017,"Fiction",13881
"820",820,819,8.32,28,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing",28111,4.5,"Marie Kondō","Hardcover",2017,"Non Fiction",11355
"821",821,820,15.29,29,"Option B: Facing Adversity, Building Resilience, and Finding Joy",3057,4.5,"Sheryl Sandberg","Hardcover",2017,"Non Fiction",14411
"822",822,821,25.99,30,"Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)",14418,4.6,"Thug Kitchen","Hardcover",2017,"Non Fiction",13310
"823",823,822,14.48,31,"A Gentleman in Moscow: A Novel",50209,4.6,"Amor Towles","Hardcover",2017,"Fiction",13021
"824",824,823,24.29,32,"Publication Manual of the American Psychological Association, 6th Edition",12674,NA,"American Psychological Association","Paperback",2017,"Non Fiction",13537
"825",825,824,5.36,33,"Goodnight Moon",24815,4.9,"Margaret Wise Brown","Board book",2017,"Fiction",13680
"826",826,825,8.39,34,"Thirteen Reasons Why",13726,4.5,"Jay Asher","Paperback",2017,"Fiction",14074
"827",827,826,17.91,35,"Leonardo da Vinci",6541,4.6,"Walter Isaacson","Hardcover",2017,"Non Fiction",14394
"828",828,827,4.98,36,"The Pout-Pout Fish",23576,4.9,"Deborah Diesen","Board book",2017,"Fiction",12106
"829",829,828,20.19,37,"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (3)",13883,4.9,"Mr. Jim Kay","Hardcover",2017,"Fiction",13490
"830",830,829,4.14,38,"If Animals Kissed Good Night",69538,4.8,"Ann Whitford Paul","Board book",2017,"Fiction",12565
"831",831,830,4.55,39,"Brown Bear, Brown Bear, What Do You See?",47193,4.9,"Bill Martin Jr.","Board book",2017,"Fiction",12616
"832",832,831,22.95,40,"D&D Player's Handbook (Dungeons & Dragons Core Rulebook)",45711,4.9,"Dungeons & Dragons","Hardcover",2017,"Fiction",14899
"833",833,832,4.93,41,"The Very Hungry Caterpillar",54008,4.9,"Eric Carle","Board book",2017,"Fiction",11611
"834",834,833,4.02,42,"Puppy Birthday to You! (Paw Patrol) (Little Golden Book)",12981,4.8,"Golden Books","Hardcover",2017,"Fiction",11370
"835",835,834,4.99,43,"Laugh-Out-Loud Jokes for Kids",10751,4.6,"Rob Elliott","Paperback",2017,"Non Fiction",11209
"836",836,835,20.06,44,"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",7920,4.7,"Timothy Ferriss","Hardcover",2017,"Non Fiction",11893
"837",837,836,7.99,45,"Milk and Vine: Inspirational Quotes From Classic Vines",6305,4.5,"Adam Gasiewski","Paperback",2017,"Non Fiction",11788
"838",838,837,11,46,"Ready Player One: A Novel",45965,4.7,"Ernest Cline","Paperback",2017,"Fiction",14518
"839",839,838,8.99,47,"Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3)",16127,4.9,"Dav Pilkey","Hardcover",2017,"Fiction",14840
"840",840,839,25,48,"Obama: An Intimate Portrait",10039,4.9,"Pete Souza","Hardcover",2017,"Non Fiction",13527
"841",841,840,17.99,49,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change",9187,4.7,"Stephen R. Covey","Paperback",2017,"Non Fiction",14201
"842",842,841,14.59,50,"Killers of the Flower Moon: The Osage Murders and the Birth of the FBI",21828,4.6,"David Grann","Hardcover",2017,"Non Fiction",11060
"843",843,842,9.48,51,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",24552,4.8,"Valorie Schaefer","Paperback",2017,"Non Fiction",12129
"844",844,843,8.47,52,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",9505,4.7,"Lysa TerKeurst","Paperback",2017,"Non Fiction",14030
"845",845,844,9.94,53,"Big Little Lies",32079,4.6,"Liane Moriarty","Paperback",2017,"Fiction",13479
"846",846,845,12.97,54,"The Official SAT Study Guide",2345,4.5,"The College Board","Paperback",2017,"Non Fiction",14148
"847",847,846,13.99,55,"The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond",2767,4.6,"Melissa Hartwig Urban","Hardcover",2017,"Non Fiction",11709
"848",848,847,11.29,56,"Thinking, Fast and Slow",29732,4.6,"Daniel Kahneman","Paperback",2017,"Non Fiction",12706
"849",849,848,7.53,57,"Jesus Calling, Padded Hardcover, with Scripture references",31196,4.9,"Sarah Young","Hardcover",2017,"Non Fiction",11425
"850",850,849,12.7,58,"What to Expect When You're Expecting",29389,4.8,"Heidi Murkoff","Paperback",2017,"Non Fiction",12231
"851",851,850,12.06,59,"The Glass Castle: A Memoir (book)",19007,4.6,"Jeannette Walls","Paperback",2017,"Non Fiction",14453
"852",852,851,6.79,60,"The Great Gatsby: The Only Authorized Edition",18656,4.5,"F. Scott Fitzgerald","Paperback",2017,"Non Fiction",14768
"853",853,852,12.49,61,"The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations",2494,4.7,"Oprah Winfrey","Hardcover",2017,"Non Fiction",11327
"854",854,853,5.72,62,"P is for Potty! (Sesame Street) (Lift-the-Flap)",28308,4.7,"Naomi Kleinberg","Board book",2017,"Non Fiction",14965
"855",855,854,12.75,63,"The Rooster Bar",15394,4.2,"John Grisham","Hardcover",2017,"Fiction",11502
"856",856,855,8.14,64,"The Giving Tree",27476,4.9,"Shel Silverstein","Hardcover",2017,"Fiction",14618
"857",857,856,10.4,65,"She Persisted: 13 American Women Who Changed the World",3262,4.8,"Chelsea Clinton","Hardcover",2017,"Non Fiction",11676
"858",858,857,6.38,66,"On Tyranny: Twenty Lessons from the Twentieth Century",20340,4.7,"Timothy Snyder","Paperback",2017,"Non Fiction",11617
"859",859,858,13.29,67,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",94750,4.7,"Paulo Coelho","Paperback",2017,"Fiction",12998
"860",860,859,8.29,68,"Fahrenheit 451",34955,4.6,"Ray Bradbury","Paperback",2017,"Fiction",14131
"861",861,860,13.49,69,"Camino Island: A Novel",23620,4.3,"John Grisham","Hardcover",2017,"Fiction",13887
"862",862,861,11.34,70,"Turtles All the Way Down",11381,4.6,"John Green","Hardcover",2017,"Fiction",11346
"863",863,862,6.92,71,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are",29674,NA,"Brené Brown","Paperback",2017,"Non Fiction",13409
"864",864,863,4.98,72,"Love You Forever",53161,4.9,"Robert Munsch","Paperback",2017,"Fiction",13823
"865",865,864,16.05,73,"The Pioneer Woman Cooksâ€•Come and Get It!: Simple, Scrumptious Recipes for Crazy Busy Lives",4803,4.8,"Ree Drummond","Hardcover",2017,"Non Fiction",13948
"866",866,865,8.55,74,"Mindset: The New Psychology of Success",13911,4.6,"Carol S. Dweck","Paperback",2017,"Non Fiction",11537
"867",867,866,4.98,75,"Where Is Baby's Belly Button? A Lift-the-Flap Book",12738,4.8,"Karen Katz","Board book",2017,"Non Fiction",13552
"868",868,867,19.95,76,"Grant",8610,4.8,"Ron Chernow","Hardcover",2017,"Non Fiction",14324
"869",869,868,9.45,77,NA,833,4.6,NA,NA,2017,"unknown",14163
"870",870,869,22.49,78,"Sapiens: A Brief History of Humankind",65787,4.6,"Yuval Noah Harari","Hardcover",2017,"Non Fiction",14049
"871",871,870,14.29,79,"The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing",39269,4.7,"Benjamin Graham","Paperback",2017,"Non Fiction",11432
"872",872,871,13.79,80,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",14283,4.4,"Dr. Steven R Gundry  MD","Hardcover",2017,"Non Fiction",14415
"873",873,872,12.11,81,"The Trials of Apollo Book Two The Dark Prophecy (Trials of Apollo, 2)",8856,4.8,"Rick Riordan","Hardcover",2017,"Fiction",14942
"874",874,873,8.49,82,"Everything, Everything",6977,4.7,"Nicola Yoon","Paperback",2017,"Fiction",12954
"875",875,874,12.87,NA,"Start with Why: How Great Leaders Inspire Everyone to Take Action",25652,4.6,"Simon Sinek","Paperback",2017,"Non Fiction",13210
"876",876,875,15.1,NA,"Norse Mythology",16852,4.7,"Neil Gaiman","Hardcover",2017,"Fiction",12418
"877",877,876,13.46,85,"Beneath a Scarlet Sky: A Novel",66012,4.7,"Mark Sullivan","Paperback",2017,"Fiction",12170
"878",878,877,1.17,86,"Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2)",17069,4.9,"Dav Pilkey","Hardcover",2017,"Fiction",14904
"879",879,878,10.05,87,"Lilac Girls: A Novel (Woolsey-Ferriday)",14875,4.6,"Martha Hall Kelly","Paperback",2017,"Fiction",14949
"880",880,879,21.99,88,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",21527,4.9,"J.K. Rowling","Hardcover",2017,"Fiction",13741
"881",881,880,11.21,89,"Magnus Chase and the Gods of Asgard, Book 3 The Ship of the Dead (Magnus Chase and the Gods of Asgard, Book 3) (Magnus Chase and the Gods of Asgard, 3)",7021,4.8,"Rick Riordan","Hardcover",2017,"Fiction",13974
"882",882,881,12.97,90,"Al Franken, Giant of the Senate",3872,4.7,"Al Franken","Hardcover",2017,"Non Fiction",14278
"883",883,882,16.29,91,"Principles: Life and Work",12018,4.6,"Ray Dalio","Hardcover",2017,"Non Fiction",12236
"884",884,883,9.87,92,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",11620,4.8,"Brené Brown","Paperback",2017,"Non Fiction",12333
"885",885,884,6.98,93,"The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle",28721,4.3,"Amy Ramos","Paperback",2017,"Non Fiction",13322
"886",886,885,18.59,94,"Pokemon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 PokÃ©mon",5158,4.7,"Scholastic","Paperback",2017,"Fiction",13666
"887",887,886,9.05,95,"10-Day Green Smoothie Cleanse",32825,4.7,"JJ Smith","Paperback",2017,"Non Fiction",11786
"888",888,887,11.88,96,"The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness",24427,4.7,"Dave Ramsey","Hardcover",2017,"Non Fiction",11772
"889",889,888,8.95,97,"Dragons Love Tacos",15753,4.8,"Adam Rubin","Hardcover",2017,"Fiction",11212
"890",890,889,38.86,98,"Harry Potter Paperback Box Set (Books 1-7)",91629,NA,"J. K. Rowling","Paperback",2017,"Fiction",14679
"891",891,890,15.7,99,"Killing England: The Brutal Struggle for American Independence (Bill O'Reilly's Killing Series)",5682,4.8,"Bill O'Reilly","Hardcover",2017,"Non Fiction",12379
"892",892,891,12.18,100,"Rosie Revere, Engineer (The Questioneers)",6386,4.9,"Andrea Beaty","Hardcover",2017,"Non Fiction",13408
"893",893,892,16.5,1,"Becoming",123276,4.8,"Michelle Obama","Hardcover",2018,"Non Fiction",13446
"894",894,893,11.51,2,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",27338,4.6,"Rachel Hollis","Hardcover",2018,"Non Fiction",13617
"895",895,894,5.28,3,"The Wonky Donkey",74725,4.8,"Craig Smith","Paperback",2018,"Fiction",11727
"896",896,895,9.29,4,"Fire and Fury: Inside the Trump White House",17292,NA,"Michael Wolff","Hardcover",2018,"Non Fiction",11402
"897",897,896,27.59,5,"Fear: Trump in the White House",10319,4.5,"Bob Woodward","Hardcover",2018,"Non Fiction",11330
"898",898,897,16.99,6,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrenâ€™s Book)",15015,4.9,"Jill Twiss","Hardcover",2018,"Fiction",14261
"899",899,898,18.14,7,"12 Rules for Life: An Antidote to Chaos",58074,4.8,"Jordan B. Peterson","Hardcover",2018,"Non Fiction",13017
"900",900,899,16.59,8,"Magnolia Table",32326,4.8,"Joanna Gaines","Hardcover",2018,"Non Fiction",11925
"901",901,900,13.49,9,"Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane",9935,NA,"The Staff of The Late Show with Stephen Colbert","Hardcover",2018,"Non Fiction",14621
"902",902,901,14.35,10,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life",80328,4.6,"Mark Manson","Hardcover",2018,"Non Fiction",12005
"903",903,902,6.15,11,"A Higher Loyalty: Truth, Lies, and Leadership",8326,4.7,"James Comey","Hardcover",2018,"Non Fiction",13702
"904",904,903,6.98,12,"The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle",28721,4.3,"Amy Ramos","Paperback",2018,"Non Fiction",12737
"905",905,904,11.63,13,"Diary of a Wimpy Kid #13: Meltdown",20281,4.8,"Jeff Kinney","Hardcover",2018,"Fiction",14285
"906",906,905,7.57,14,"The 5 Love Languages: The Secret to Love that Lasts",69866,4.8,"Gary Chapman","Paperback",2018,"Non Fiction",13592
"907",907,906,4.78,15,"First 100 Words: A Padded Board Book",35236,4.7,"Roger Priddy","Board book",2018,"Non Fiction",12587
"908",908,907,9.17,16,"Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5)",15744,4.9,"Dav Pilkey","Hardcover",2018,"Fiction",14651
"909",909,908,13,17,"Educated: A Memoir",69406,4.7,"Tara Westover","Hardcover",2018,"Non Fiction",14866
"910",910,909,8.45,18,"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life",35414,4.7,"Jen Sincero","Paperback",2018,"Non Fiction",13323
"911",911,910,13.79,19,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",14283,4.4,"Dr. Steven R Gundry  MD","Hardcover",2018,"Non Fiction",11633
"912",912,911,6.9,20,"Giraffes Can't Dance",28447,4.8,"Giles Andreae","Board book",2018,"Fiction",12050
"913",913,912,22.95,21,"D&D Player's Handbook (Dungeons & Dragons Core Rulebook)",45713,4.9,"Dungeons & Dragons","Hardcover",2018,"Non Fiction",13975
"914",914,913,20.79,22,"Homebody: A Guide to Creating Spaces You Never Want to Leave",10966,4.8,"Joanna Gaines","Hardcover",2018,"Non Fiction",14119
"915",915,914,4.93,23,"The Very Hungry Caterpillar",54008,4.9,"Eric Carle","Board book",2018,"Fiction",13172
"916",916,915,7.89,24,"Crazy Rich Asians (Crazy Rich Asians Trilogy)",11395,4.4,"Kevin Kwan","Paperback",2018,"Fiction",14609
"917",917,916,10.4,25,"The Hate U Give",25140,4.8,"Angie Thomas","Hardcover",2018,"Fiction",14800
"918",918,917,8.97,26,"The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals",12578,4.4,"Laurel Randolph","Paperback",2018,"Non Fiction",11839
"919",919,918,7.74,27,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)",86676,4.7,"Don Miguel Ruiz","Paperback",2018,"Non Fiction",11826
"920",920,919,8.55,28,"The Wonderful Things You Will Be",25148,4.9,"Emily Winfield Martin","Hardcover",2018,"Fiction",12196
"921",921,920,5.72,29,"P is for Potty! (Sesame Street) (Lift-the-Flap)",28308,4.7,"Naomi Kleinberg","Board book",2018,"Non Fiction",12574
"922",922,921,4.98,30,"The Pout-Pout Fish",23576,4.9,"Deborah Diesen","Board book",2018,"Fiction",12548
"923",923,922,6.99,NA,"Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering",20363,4.5,"Paper Peony Press","Paperback",2018,"Non Fiction",13196
"924",924,923,24.29,32,"Publication Manual of the American Psychological Association, 6th Edition",12674,NA,"American Psychological Association","Paperback",2018,"Non Fiction",11007
"925",925,924,5,33,"Dear Zoo: A Lift-the-Flap Book",26369,4.8,"Rod Campbell","Board book",2018,"Fiction",13466
"926",926,925,8.48,34,"Oh, the Places You'll Go!",42848,NA,"Dr. Seuss","Hardcover",2018,"Fiction",11729
"927",927,926,9.99,35,"Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4)",15853,4.9,"Dav Pilkey","Hardcover",2018,"Fiction",11499
"928",928,927,5.36,36,"Goodnight Moon",24815,4.9,"Margaret Wise Brown","Board book",2018,"Fiction",11508
"929",929,928,16.65,37,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",20620,4.8,"Samin Nosrat","Hardcover",2018,"Non Fiction",11901
"930",930,929,8.49,38,"A Wrinkle in Time (Time Quintet)",12524,4.6,"Madeleine L'Engle","Paperback",2018,"Fiction",11170
"931",931,930,10.5,39,"How to Win Friends & Influence People",79094,4.7,"Dale Carnegie","Paperback",2018,"Non Fiction",11560
"932",932,931,9.99,40,"Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6)",18456,4.9,"Dav Pilkey","Hardcover",2018,"Fiction",11441
"933",933,932,8.7,41,"Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.",13295,4.4,"Jennifer Smith","Paperback",2018,"Non Fiction",14501
"934",934,933,7.38,42,"Milk and Honey",46407,4.7,"Rupi Kaur","Paperback",2018,"Non Fiction",12490
"935",935,934,12.75,43,"Little Fires Everywhere",56899,4.5,"Celeste Ng","Hardcover",2018,"Fiction",11232
"936",936,935,8.99,44,"Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.)",7513,4.8,"Anthony Bourdain","Paperback",2018,"Non Fiction",12667
"937",937,936,14.75,45,"The President Is Missing: A Novel",23987,4.4,"James Patterson","Hardcover",2018,"Fiction",11847
"938",938,937,5.99,46,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",66846,4.8,"School Zone","Paperback",2018,"Non Fiction",14702
"939",939,938,20.49,47,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free (The Plant Paradox, 2)",8375,4.4,"Dr. Steven R Gundry  MD","Hardcover",2018,"Non Fiction",13627
"940",940,939,11,48,"Ready Player One: A Novel",45965,4.7,"Ernest Cline","Paperback",2018,"Fiction",11626
"941",941,940,8.29,49,"Fahrenheit 451",34955,4.6,"Ray Bradbury","Paperback",2018,"Fiction",12273
"942",942,941,12.5,50,"Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution",6919,4.8,"Tucker Carlson","Hardcover",2018,"Non Fiction",12202
"943",943,942,13.29,51,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",94750,4.7,"Paulo Coelho","Paperback",2018,"Fiction",14680
"944",944,943,9.67,52,"Wonder",35698,4.8,"R. J. Palacio","Hardcover",2018,"Fiction",12062
"945",945,944,7.19,53,"To Kill a Mockingbird",68842,4.8,"Harper Lee","Paperback",2018,"Fiction",12286
"946",946,945,14.68,54,"The Whole30: The 30-Day Guide to Total Health and Food Freedom",15544,4.6,"Melissa Hartwig Urban","Hardcover",2018,"Non Fiction",12877
"947",947,946,11.29,55,"Everybody Always: Becoming Love in a World Full of Setbacks and Difficult People",6586,4.8,"Bob Goff","Paperback",2018,"Non Fiction",13882
"948",948,947,12.63,56,"Before We Were Yours: A Novel",41193,4.7,"Lisa Wingate","Hardcover",2018,"Fiction",12009
"949",949,948,15.4,57,"The Reckoning: A Novel",21594,4.2,"John Grisham","Hardcover",2018,"Fiction",11358
"950",950,949,4.55,58,"Brown Bear, Brown Bear, What Do You See?",47194,4.9,"Bill Martin Jr.","Board book",2018,"Fiction",11733
"951",951,950,13.46,59,"Beneath a Scarlet Sky: A Novel",66012,4.7,"Mark Sullivan","Paperback",2018,"Fiction",13004
"952",952,951,12.7,60,"What to Expect When You're Expecting",29389,4.8,"Heidi Murkoff","Paperback",2018,"Non Fiction",12906
"953",953,952,16.29,61,"Principles: Life and Work",12018,4.6,"Ray Dalio","Hardcover",2018,"Non Fiction",14973
"954",954,953,9.49,62,"Astrophysics for People in a Hurry",20795,4.7,"Neil deGrasse Tyson","Hardcover",2018,"Non Fiction",11171
"955",955,954,4.99,NA,"Laugh-Out-Loud Jokes for Kids",10751,4.6,"Rob Elliott","Paperback",2018,"Non Fiction",11001
"956",956,955,21.99,64,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",10982,4.7,"Anthony William","Hardcover",2018,"Non Fiction",11058
